employee_id,employee_name,email,department,job_role,experience_years,hire_date,skills,availability_status,workload_percentage,active_tasks,performance_score
EMP4404,Vivek Verma,employee4404@company.local,Engineering,Business Analyst,14.7,2020-07-26,"NLP, Django, Data Analysis",Busy,39.5,3,65.4
EMP1213,Pooja Pillai,employee1213@company.local,HR,Finance Analyst,5.6,2015-02-19,"Computer Vision, Python, React, Finance",Available,38.3,3,78.5
EMP974,Nikhil Das,employee974@company.local,Engineering,Team Lead,6.1,2025-09-07,"Deep Learning, Finance, SQL, Computer Vision",Busy,70.6,7,68.3
EMP3387,Neha Joshi,employee3387@company.local,Marketing,Project Manager,3.8,2017-09-29,"SQL, Computer Vision, Python, Machine Learning",Busy,79.9,7,75.1
EMP1603,Sneha Sharma,employee1603@company.local,Data Science,Analyst,1.3,2018-11-22,"Data Analysis, Project Management, NLP, Deep Learning",Available,79.5,4,58.0
EMP2837,Swati Menon,employee2837@company.local,Finance,Project Manager,8.7,2012-10-14,"Deep Learning, Django, Finance, Data Analysis",On Leave,81.3,6,88.9
EMP3101,Priya Pillai,employee3101@company.local,HR,Senior Developer,4.6,2012-05-19,"Finance, Python, Project Management",Available,72.8,4,69.4
EMP1415,Kavya Nair,employee1415@company.local,Finance,Business Analyst,8.1,2021-06-26,"Python, SQL",Available,69.9,2,83.1
EMP2277,Swati Menon,employee2277@company.local,IT,Analyst,6.4,2012-03-04,"Computer Vision, Finance, Project Management, Excel",Available,26.1,2,71.3
EMP3083,Sneha Joshi,employee3083@company.local,Sales,Developer,10.9,2019-10-05,"NLP, Computer Vision",Available,31.8,2,66.2
EMP030,Amit Das,employee030@company.local,Data Science,Analyst,3.2,2024-01-08,SQL,Available,36.0,3,75.4
EMP4127,Neha Iyer,employee4127@company.local,Finance,Senior Developer,3.1,2022-10-13,"Django, Python, Project Management",Available,83.1,5,75.6
EMP055,Kavya Nair,employee055@company.local,IT,HR Executive,4.6,2017-12-15,"Machine Learning, Python",Busy,78.0,5,71.7
EMP2314,Nikhil Patel,employee2314@company.local,HR,Senior Developer,4.2,2016-09-02,"Finance, Excel, Python",Available,63.0,4,50.4
EMP3320,Arun Singh,employee3320@company.local,IT,Business Analyst,14.0,2021-01-26,Machine Learning,Available,50.3,4,79.6
EMP4935,Kavya Nair,employee4935@company.local,Data Science,Project Manager,18.1,2013-10-19,Excel,Busy,47.4,4,85.3
EMP1216,Aditya Kumar,employee1216@company.local,Data Science,Data Scientist,9.5,2013-10-03,"Project Management, Finance, React, Deep Learning",Busy,50.1,3,81.4
EMP4145,Anita Reddy,employee4145@company.local,Engineering,Senior Developer,2.7,2021-11-08,"Python, Finance, Computer Vision, NLP",Busy,59.0,5,66.7
EMP509,Meera Pillai,employee509@company.local,IT,Team Lead,5.6,2015-08-24,React,Busy,90.3,7,88.6
EMP737,Swati Reddy,employee737@company.local,Data Science,Business Analyst,4.0,2025-04-23,"Computer Vision, Machine Learning, Project Management",Available,40.3,5,56.7
EMP1434,Nikhil Patel,employee1434@company.local,Engineering,Project Manager,10.1,2017-08-28,"Finance, Machine Learning",Available,52.7,3,66.1
EMP156,Aditya Raj,employee156@company.local,Engineering,Business Analyst,9.0,2014-08-13,"Excel, Computer Vision, Finance, Project Management",Available,67.3,5,54.8
EMP4729,Meera Kapoor,employee4729@company.local,Operations,Finance Analyst,12.4,2019-10-18,"Computer Vision, NLP, Project Management",Available,59.4,5,85.2
EMP2712,Sanjay Singh,employee2712@company.local,IT,Finance Analyst,0.8,2023-08-03,"SQL, Python",Available,41.1,2,58.0
EMP2053,Pooja Menon,employee2053@company.local,Operations,HR Executive,11.0,2019-10-09,Data Analysis,Busy,48.9,3,76.9
EMP162,Rahul Mishra,employee162@company.local,IT,Business Analyst,14.5,2022-01-02,SQL,Busy,47.6,4,71.1
EMP117,Swati Menon,employee117@company.local,Engineering,Analyst,5.7,2020-04-29,SQL,Busy,62.9,5,74.2
EMP662,Rahul Thomas,employee662@company.local,Operations,Project Manager,3.9,2015-05-18,"Excel, Machine Learning",Unknown,27.3,4,69.4
EMP3223,Sneha Nair,employee3223@company.local,Data Science,Project Manager,6.1,2020-10-03,"Python, Excel, Data Analysis, Machine Learning",Available,76.1,4,81.5
EMP908,Rohit Raj,employee908@company.local,Sales,HR Executive,5.6,2017-03-28,"Deep Learning, Project Management, Django",Available,69.9,6,58.5
EMP3766,Kiran Thomas,employee3766@company.local,Data Science,HR Executive,8.3,2024-10-04,Excel,Available,34.0,1,72.8
EMP3264,Vivek Kumar,employee3264@company.local,HR,Project Manager,3.0,2012-05-17,"SQL, NLP, Computer Vision, Data Analysis",Available,27.6,0,57.2
EMP2054,Nikhil Thomas,employee2054@company.local,IT,Team Lead,2.7,2017-07-25,"Finance, Python, SQL",Busy,84.9,8,73.5
EMP4680,Arun Singh,employee4680@company.local,Finance,Team Lead,7.4,2018-10-02,"Data Analysis, Django, NLP",Available,56.3,3,60.0
EMP2146,Kiran Mishra,employee2146@company.local,Marketing,Senior Developer,0.7,2016-11-30,"Excel, NLP",Busy,37.0,3,71.0
EMP1140,Arun Verma,employee1140@company.local,Data Science,Senior Developer,2.8,2016-02-11,"Data Analysis, Computer Vision, React",Available,58.5,2,59.0
EMP4129,Meera Reddy,employee4129@company.local,Engineering,Business Analyst,8.2,2022-09-12,"SQL, Excel",Busy,42.7,4,58.8
EMP2796,Aditya Raj,employee2796@company.local,Data Science,Business Analyst,0.8,2015-07-22,"Data Analysis, Excel, Deep Learning",Available,76.5,5,75.1
EMP1350,Amit Thomas,employee1350@company.local,Data Science,Project Manager,6.7,2015-08-18,"Data Analysis, Machine Learning, Deep Learning, Excel",Available,63.8,6,62.0
EMP2414,Nikhil Das,employee2414@company.local,Data Science,Team Lead,8.6,2013-07-07,NLP,Busy,27.9,4,61.9
EMP069,Meera Menon,employee069@company.local,Operations,HR Executive,6.5,2022-12-16,"Django, Python",Busy,59.8,3,64.7
EMP1849,Meera Kapoor,employee1849@company.local,Operations,Team Lead,3.7,2025-06-10,"Deep Learning, React, Excel",Available,33.6,4,71.0
EMP4754,Nikhil Mishra,employee4754@company.local,Operations,Team Lead,11.8,2016-05-30,"Finance, Django, React",Available,5.3,1,69.4
EMP325,Anita Menon,employee325@company.local,HR,HR Executive,13.0,2019-08-10,"Python, Data Analysis, NLP, Deep Learning",Busy,79.4,5,69.4
EMP790,Amit Thomas,employee790@company.local,HR,Data Scientist,3.5,2015-07-21,Python,Available,49.8,4,82.3
EMP2037,Swati Menon,employee2037@company.local,IT,HR Executive,6.9,2025-04-12,React,Busy,68.1,4,70.2
EMP664,Vivek Singh,employee664@company.local,Data Science,Analyst,6.0,2015-08-15,Computer Vision,Available,20.5,3,67.6
EMP515,Kavya Sharma,employee515@company.local,HR,Finance Analyst,2.3,2025-03-07,"Data Analysis, SQL, Machine Learning, React",Available,54.1,4,65.0
EMP581,Priya Menon,employee581@company.local,Finance,Senior Developer,22.0,2023-01-08,React,Available,46.7,4,93.5
EMP4301,Priya Pillai,employee4301@company.local,Finance,Business Analyst,18.5,2017-10-02,"Machine Learning, NLP, Python, Finance",Available,35.9,4,81.8
EMP3871,Divya Iyer,employee3871@company.local,HR,Data Scientist,3.7,2016-12-01,Project Management,Available,47.5,3,50.9
EMP2214,Nikhil Thomas,employee2214@company.local,Engineering,Project Manager,11.9,2017-03-31,"Machine Learning, Excel",On Leave,77.8,4,65.6
EMP4715,Kavya Joshi,employee4715@company.local,Sales,Business Analyst,2.9,2013-02-16,"NLP, React, Python",Available,74.6,6,82.1
EMP121,Priya Kapoor,employee121@company.local,Finance,HR Executive,6.0,2018-04-04,Django,Available,48.7,4,71.2
EMP3364,Vivek Verma,employee3364@company.local,Marketing,Finance Analyst,17.7,2024-04-02,"Computer Vision, Django",Busy,46.2,2,79.6
EMP3982,Rahul Das,employee3982@company.local,Finance,Senior Developer,8.6,2016-04-03,"Computer Vision, React",Busy,36.3,2,76.7
EMP092,Sanjay Raj,employee092@company.local,Engineering,Business Analyst,0.9,2014-11-28,"Django, SQL, Finance",Available,51.8,2,69.4
EMP4551,Divya Nair,employee4551@company.local,Sales,HR Executive,2.1,2017-06-02,"Data Analysis, Project Management, Python",Available,100.0,6,63.6
EMP2843,Sneha Joshi,employee2843@company.local,HR,HR Executive,4.1,2017-10-27,"Data Analysis, SQL",Available,46.0,1,75.8
EMP3551,Divya Iyer,employee3551@company.local,Engineering,HR Executive,4.0,2020-12-31,"Project Management, NLP, SQL",Available,91.1,5,63.4
EMP3130,Amit Patel,employee3130@company.local,IT,HR Executive,4.0,2017-01-10,"SQL, Finance, Computer Vision, Python",Available,29.7,4,75.8
EMP4189,Meera Pillai,employee4189@company.local,Engineering,HR Executive,7.0,2025-07-11,"Data Analysis, Deep Learning",Unknown,91.2,7,59.7
EMP580,Arun Verma,employee580@company.local,Operations,Project Manager,16.4,2024-12-05,"Finance, Deep Learning, Data Analysis",Available,64.6,3,69.4
EMP754,Nikhil Mishra,employee754@company.local,Data Science,Developer,2.2,2021-10-30,"Finance, SQL, Project Management",Available,84.3,5,55.9
EMP311,Divya Nair,employee311@company.local,Engineering,Business Analyst,3.5,2025-05-31,Django,Available,66.9,5,99.0
EMP2238,Manoj Das,employee2238@company.local,Engineering,Team Lead,12.9,2013-05-29,"Computer Vision, Deep Learning, Finance",Available,31.4,2,70.1
EMP1113,Pooja Kapoor,employee1113@company.local,HR,Business Analyst,3.9,2012-11-29,"SQL, Project Management, React",Available,46.7,5,52.3
EMP1861,Priya Menon,employee1861@company.local,Data Science,Developer,10.3,2024-04-15,"NLP, Data Analysis, Computer Vision",Busy,100.0,5,60.6
EMP4882,Rahul Mishra,employee4882@company.local,Data Science,Developer,7.4,2024-11-24,Django,Busy,74.6,5,70.3
EMP4643,Sneha Sharma,employee4643@company.local,Engineering,Data Scientist,12.1,2023-05-08,"Django, Computer Vision",Busy,66.5,5,84.3
EMP2645,Anita Menon,employee2645@company.local,HR,Developer,3.7,2025-08-03,"Python, Machine Learning, Computer Vision, Deep Learning",Busy,30.3,3,80.5
EMP935,Kavya Nair,employee935@company.local,Data Science,Project Manager,14.6,2020-03-02,"Excel, Machine Learning",Available,58.9,5,89.8
EMP4425,Anita Kapoor,employee4425@company.local,Marketing,Developer,3.5,2023-07-02,Django,Available,58.2,5,75.6
EMP3588,Rohit Verma,employee3588@company.local,HR,Project Manager,4.4,2013-06-16,Django,Busy,71.7,4,66.3
EMP2164,Vivek Verma,employee2164@company.local,Engineering,Data Scientist,8.8,2023-06-10,"Python, SQL",Busy,75.8,6,65.5
EMP4733,Pooja Pillai,employee4733@company.local,IT,Analyst,8.5,2015-12-10,"Computer Vision, Deep Learning",Busy,52.5,3,72.3
EMP4958,Manoj Das,employee4958@company.local,IT,Project Manager,13.8,2022-11-23,Deep Learning,Available,75.4,7,91.5
EMP4486,Kiran Thomas,employee4486@company.local,IT,Analyst,5.0,2024-07-31,"Excel, Machine Learning, Django, React",Available,48.6,3,75.2
EMP4004,Vivek Verma,employee4004@company.local,Engineering,Finance Analyst,4.4,2018-03-08,"Project Management, Computer Vision",Available,56.8,5,62.1
EMP4052,Sanjay Verma,employee4052@company.local,Data Science,Senior Developer,10.6,2015-02-20,Finance,Available,7.3,1,55.8
EMP259,Isha Sharma,employee259@company.local,Sales,Finance Analyst,9.9,2012-04-11,"Finance, React",On Leave,32.6,2,83.7
EMP1317,Swati Menon,employee1317@company.local,Engineering,Business Analyst,5.9,2018-10-26,Computer Vision,Busy,61.6,4,71.5
EMP1836,Aditya Raj,employee1836@company.local,HR,Team Lead,12.8,2023-08-21,"NLP, Project Management, Excel, Deep Learning",Available,49.4,0,80.3
EMP1098,Manoj Patel,employee1098@company.local,Engineering,Senior Developer,6.3,2015-07-30,"React, SQL, Machine Learning",Available,74.7,4,74.2
EMP011,Divya Joshi,employee011@company.local,Sales,Senior Developer,8.0,2024-04-18,"Python, Django",Available,68.8,5,55.6
EMP1745,Anita Reddy,employee1745@company.local,Engineering,Finance Analyst,1.6,2018-09-09,"Finance, Computer Vision, Django, Python",Available,39.8,2,58.0
EMP401,Priya Reddy,employee401@company.local,Data Science,Data Scientist,14.3,2019-06-30,Machine Learning,On Leave,28.7,1,91.1
EMP1581,Priya Pillai,employee1581@company.local,Finance,Analyst,5.6,2020-01-13,"Data Analysis, NLP",Available,44.1,6,61.4
EMP1463,Sneha Nair,employee1463@company.local,Operations,Analyst,4.3,2015-12-16,"Data Analysis, Deep Learning, Django, React",Available,40.2,2,62.5
EMP3483,Sneha Joshi,employee3483@company.local,Operations,HR Executive,1.5,2018-01-30,"Finance, Computer Vision, Python, React",Busy,63.1,3,54.7
EMP2393,Pooja Kapoor,employee2393@company.local,Sales,Analyst,2.8,2015-02-17,"Machine Learning, Finance",On Leave,48.3,3,62.3
EMP242,Rahul Mishra,employee242@company.local,Sales,Project Manager,6.6,2012-01-03,"Project Management, Finance",Busy,63.4,5,76.3
EMP2525,Anita Pillai,employee2525@company.local,Sales,HR Executive,7.8,2015-06-03,Machine Learning,Busy,22.1,2,71.2
EMP4131,Divya Sharma,employee4131@company.local,Sales,Developer,4.1,2024-05-28,"Finance, Django, Project Management",Busy,54.7,5,80.1
EMP3519,Isha Iyer,employee3519@company.local,IT,Senior Developer,7.6,2022-01-12,"Computer Vision, Project Management, React, Django",Available,44.5,3,70.6
EMP3520,Arun Kumar,employee3520@company.local,IT,Data Scientist,13.4,2020-04-19,"Deep Learning, Data Analysis, Machine Learning, Python",Available,65.1,5,52.4
EMP1813,Pooja Menon,employee1813@company.local,Sales,HR Executive,3.3,2017-03-03,"Excel, Computer Vision",Available,61.3,5,80.4
EMP4591,Divya Iyer,employee4591@company.local,Marketing,Analyst,5.1,2016-04-19,"Machine Learning, Python",Busy,39.3,3,75.5
EMP1408,Rohit Kumar,employee1408@company.local,Data Science,Team Lead,6.2,2013-06-25,NLP,Available,48.1,6,49.2
EMP1380,Arun Verma,employee1380@company.local,Engineering,Business Analyst,7.1,2023-05-25,"Computer Vision, Django",Available,47.8,3,53.9
EMP1704,Vivek Singh,employee1704@company.local,Engineering,Analyst,1.4,2018-05-12,"Computer Vision, SQL",Available,18.1,3,74.8
EMP2107,Neha Joshi,employee2107@company.local,Finance,Analyst,1.6,2012-05-09,"SQL, React",Available,67.7,4,65.2
EMP3895,Kavya Nair,employee3895@company.local,Operations,Developer,5.1,2018-10-10,Excel,Busy,36.2,2,69.4
EMP1721,Priya Kapoor,employee1721@company.local,Marketing,Business Analyst,4.4,2014-01-06,"NLP, Django",Available,54.9,5,80.6
EMP2284,Vivek Raj,employee2284@company.local,IT,Team Lead,5.8,2019-08-05,"Python, NLP",Available,67.6,6,65.8
EMP683,Sneha Joshi,employee683@company.local,Operations,Developer,4.1,2012-03-07,"React, Deep Learning",Busy,79.2,4,80.2
EMP4900,Arun Verma,employee4900@company.local,Marketing,Developer,12.9,2019-11-12,Django,Busy,47.9,4,75.6
EMP1513,Pooja Kapoor,employee1513@company.local,Marketing,Analyst,6.0,2025-07-31,"SQL, Deep Learning, Machine Learning, React",Available,60.4,5,59.3
EMP788,Rohit Verma,employee788@company.local,Sales,Data Scientist,5.3,2021-11-18,"Deep Learning, Machine Learning, SQL, NLP",Available,83.4,7,58.6
EMP4084,Vivek Verma,employee4084@company.local,Finance,Senior Developer,2.6,2016-05-26,Finance,Available,16.6,2,50.3
EMP542,Rahul Das,employee542@company.local,Marketing,Business Analyst,6.2,2020-01-30,"React, Project Management, Excel, Computer Vision",Available,51.9,6,96.2
EMP2018,Manoj Mishra,employee2018@company.local,Operations,Finance Analyst,3.7,2013-07-19,"Project Management, Machine Learning, Deep Learning",Available,54.2,2,56.2
EMP4544,Vivek Kumar,employee4544@company.local,Engineering,Analyst,6.1,2025-04-10,Data Analysis,Available,83.7,5,75.6
EMP2074,Nikhil Patel,employee2074@company.local,Engineering,Team Lead,5.5,2013-02-19,"NLP, Deep Learning",Available,72.5,4,79.0
EMP4020,Arun Verma,employee4020@company.local,Finance,Finance Analyst,9.6,2016-10-05,"Machine Learning, Computer Vision, Django",Busy,83.6,7,85.9
EMP3329,Meera Reddy,employee3329@company.local,Engineering,HR Executive,8.7,2019-11-08,Project Management,Available,42.3,4,77.8
EMP521,Priya Kapoor,employee521@company.local,Operations,Senior Developer,5.6,2017-10-27,SQL,Available,55.1,2,71.1
EMP4447,Neha Iyer,employee4447@company.local,Operations,Project Manager,7.3,2018-11-13,"Python, Excel, Computer Vision, Django",Busy,86.3,7,65.4
EMP3971,Divya Sharma,employee3971@company.local,HR,Analyst,10.1,2019-02-18,"Data Analysis, Computer Vision",Available,96.1,7,66.0
EMP2101,Priya Menon,employee2101@company.local,IT,Business Analyst,6.7,2018-06-23,"Django, NLP, Project Management, Excel",On Leave,43.7,2,69.4
EMP3265,Anita Reddy,employee3265@company.local,IT,HR Executive,5.3,2020-07-10,"Data Analysis, Machine Learning",Available,69.7,4,73.8
EMP2022,Rahul Thomas,employee2022@company.local,Data Science,Team Lead,7.8,2022-10-01,"React, Data Analysis, NLP",Busy,30.2,3,76.2
EMP4860,Arun Raj,employee4860@company.local,Engineering,Project Manager,10.0,2012-06-10,"Django, SQL, Excel, React",Available,61.8,4,75.6
EMP1300,Arun Verma,employee1300@company.local,Sales,HR Executive,5.6,2022-10-25,"Project Management, Excel",Available,100.0,6,58.0
EMP3721,Priya Kapoor,employee3721@company.local,Finance,Developer,3.8,2015-02-26,"Computer Vision, Machine Learning",Busy,79.0,5,63.0
EMP1204,Vivek Verma,employee1204@company.local,Finance,Analyst,5.8,2025-07-13,NLP,Available,47.4,5,75.3
EMP3706,Kiran Patel,employee3706@company.local,Data Science,Developer,1.3,2016-11-16,"Data Analysis, NLP, Project Management",Available,25.9,0,46.3
EMP902,Rahul Thomas,employee902@company.local,Sales,Data Scientist,3.7,2024-06-12,Deep Learning,Busy,16.6,1,72.3
EMP4008,Rohit Singh,employee4008@company.local,HR,HR Executive,10.5,2023-09-28,Python,Available,49.4,2,67.2
EMP4653,Pooja Pillai,employee4653@company.local,IT,Finance Analyst,3.9,2023-05-17,Data Analysis,Available,51.5,5,80.5
EMP4942,Rahul Das,employee4942@company.local,Engineering,Team Lead,2.2,2019-12-31,"Project Management, Excel",Busy,90.9,7,68.5
EMP4434,Nikhil Mishra,employee4434@company.local,HR,Team Lead,13.6,2022-09-12,"SQL, Deep Learning, Computer Vision",Available,20.7,0,68.7
EMP498,Manoj Mishra,employee498@company.local,IT,Project Manager,9.8,2025-06-11,Machine Learning,Busy,48.7,4,75.1
EMP1600,Arun Kumar,employee1600@company.local,IT,Business Analyst,5.3,2017-04-18,"Computer Vision, Django, Finance, Deep Learning",Available,49.8,4,64.0
EMP3806,Kiran Das,employee3806@company.local,Engineering,Business Analyst,4.7,2020-08-04,"Python, Deep Learning, Project Management, Machine Learning",Available,39.0,1,75.1
EMP2979,Isha Sharma,employee2979@company.local,Marketing,Project Manager,17.0,2025-07-03,"Finance, Machine Learning, Computer Vision, SQL",Busy,28.1,1,87.6
EMP898,Manoj Mishra,employee898@company.local,Operations,Business Analyst,4.6,2020-01-01,"Project Management, Machine Learning",Available,21.1,1,61.5
EMP3781,Priya Menon,employee3781@company.local,Sales,Developer,12.0,2015-02-23,"Computer Vision, React, Finance, Excel",Busy,82.6,6,89.2
EMP3990,Amit Thomas,employee3990@company.local,IT,Business Analyst,1.8,2020-01-05,React,Available,66.1,4,70.0
EMP2077,Swati Pillai,employee2077@company.local,IT,Analyst,7.3,2025-04-28,"Data Analysis, Deep Learning, Django",Busy,52.3,4,61.9
