employee_id,employee_name,email,department,job_role,experience_years,hire_date,skills,required_skill,availability_status,workload_percentage,active_tasks,performance_score,task_id,task_title,task_description,task_priority,task_status,task_start_date,task_deadline,estimated_hours,hours_logged,progress_percentage,allocation_score,recommended_employee
EMP3499,Isha Joshi,employee3499@company.local,IT,Business Analyst,6.8,2025-06-22,NLP,Machine Learning,Available,9.5,1,65.7,TASK41292,Data Cleaning,Complete Machine Learning related work for the assigned business operation.,Medium,In Progress,2025-10-27,2025-11-07,37.8,33.2,82.0,52.5,1
EMP2023,Sneha Nair,employee2023@company.local,Operations,Team Lead,10.1,2012-07-14,"Excel, NLP",Python,Available,47.3,4,64.9,TASK23848,Data Cleaning,Complete Python related work for the assigned business operation.,High,In Progress,2025-03-30,2025-05-08,44.0,17.1,30.0,55.5,0
EMP1379,Isha Sharma,employee1379@company.local,Data Science,Project Manager,7.8,2013-02-17,"Computer Vision, Data Analysis, Project Management",Deep Learning,Available,16.1,0,77.7,TASK00955,System Testing,Complete Deep Learning related work for the assigned business operation.,Low,Completed,2025-06-24,2025-07-16,40.3,42.3,100.0,58.7,1
EMP4043,Sneha Joshi,employee4043@company.local,Finance,Team Lead,3.6,2015-11-06,Data Analysis,Computer Vision,Available,59.6,5,68.8,TASK41997,System Testing,Complete Computer Vision related work for the assigned business operation.,Critical,In Progress,2025-05-12,2025-05-24,53.6,43.3,78.7,49.9,1
EMP2532,Sanjay Verma,employee2532@company.local,Engineering,HR Executive,2.6,2025-06-20,SQL,Django,Available,65.4,5,65.1,TASK16538,Project Documentation,,Low,Blocked,2025-05-26,2025-06-09,39.1,64.2,100.0,43.7,0
EMP404,Vivek Verma,employee404@company.local,Engineering,Developer,6.8,2018-08-21,"Computer Vision, Excel",NLP,Available,81.6,6,52.3,TASK18192,Dashboard Update,Complete NLP related work for the assigned business operation.,High,In Progress,2025-01-03,2025-01-06,21.0,22.9,100.0,40.9,1
EMP1320,Arun Singh,employee1320@company.local,Sales,Team Lead,0.7,2025-03-05,Deep Learning,Deep Learning,On Leave,51.2,3,68.7,TASK20154,Employee Data Analysis,Complete Deep Learning related work for the assigned business operation.,Medium,Completed,2025-08-21,2025-08-24,49.5,45.4,,59.9,1
EMP571,Divya Joshi,employee571@company.local,Operations,Team Lead,4.7,2012-01-31,Data Analysis,Finance,,33.0,2,67.3,TASK16654,Machine Learning Task,Complete Finance related work for the assigned business operation.,High,In Progress,2026-04-07,2026-05-04,36.5,24.3,60.5,49.1,1
EMP3900,Arun Raj,employee3900@company.local,Finance,Finance Analyst,9.0,2017-03-01,Computer Vision,Computer Vision,Available,39.8,5,74.1,TASK48774,API Development,Complete Computer Vision related work for the assigned business operation.,High,Completed,2026-01-01,2026-02-24,35.5,28.5,85.0,85.4,1
EMP1844,Vivek Verma,employee1844@company.local,Engineering,Finance Analyst,1.5,2021-01-01,Excel,NLP,Available,82.8,4,71.4,TASK32691,Employee Data Analysis,Complete NLP related work for the assigned business operation.,High,In Progress,2026-01-21,2026-02-11,31.3,19.7,62.5,35.3,1
EMP2503,Sneha Nair,employee2503@company.local,Engineering,Business Analyst,3.5,2024-07-18,"React, SQL, Project Management, Data Analysis",NLP,Available,81.4,7,,TASK34825,API Development,Complete NLP related work for the assigned business operation.,Medium,In Progress,2026-02-24,2026-03-16,45.1,30.3,72.8,37.1,0
EMP1727,Neha Iyer,employee1727@company.local,HR,Finance Analyst,8.7,2016-11-14,"Project Management, Python",React,On Leave,47.9,1,60.2,TASK40529,Project Documentation,Complete React related work for the assigned business operation.,Medium,Completed,2026-07-11,2026-09-08,33.4,35.7,100.0,24.8,1
EMP128,Rohit Kumar,employee128@company.local,Marketing,Developer,3.9,2014-06-25,Excel,SQL,Available,25.7,1,,TASK39510,Project Documentation,Complete SQL related work for the assigned business operation.,Low,Completed,2026-03-13,2026-04-09,31.8,22.5,61.1,44.5,1
EMP1606,Kiran Thomas,employee1606@company.local,Operations,Team Lead,7.9,2013-03-11,"SQL, Computer Vision, Deep Learning, Finance",Django,Available,71.3,5,53.9,TASK33814,Machine Learning Task,Complete Django related work for the assigned business operation.,Medium,Completed,2026-06-23,2026-07-02,20.0,11.0,60.1,37.8,1
EMP1572,Sanjay Verma,employee1572@company.local,Sales,HR Executive,5.3,2016-04-17,"Project Management, Finance",React,Available,81.2,5,76.5,TASK04396,System Testing,Complete React related work for the assigned business operation.,High,Completed,2025-11-25,2025-12-13,67.0,65.9,100.0,44.5,1
EMP4485,Anita Menon,employee4485@company.local,IT,Data Scientist,9.9,2017-04-22,"Excel, Computer Vision",SQL,Available,64.6,7,69.8,TASK15940,Project Documentation,Complete SQL related work for the assigned business operation.,Medium,In Progress,2026-02-20,2026-03-16,32.2,35.8,100.0,55.4,1
EMP3332,Sanjay Verma,employee3332@company.local,IT,Project Manager,3.3,2013-01-26,"NLP, Django",Python,Busy,51.7,3,74.3,TASK16113,Django Feature Development,Complete Python related work for the assigned business operation.,Medium,Completed,2025-11-01,2025-12-12,35.5,37.8,100.0,14.0,0
EMP3915,Kavya Joshi,employee3915@company.local,Operations,Team Lead,5.2,2017-11-08,"React, NLP",Deep Learning,Available,33.6,3,68.4,TASK23231,System Testing,Complete Deep Learning related work for the assigned business operation.,Medium,Completed,2026-07-03,2026-07-25,44.6,41.5,95.7,52.5,0
EMP4955,Kavya Joshi,employee4955@company.local,HR,Data Scientist,9.8,2017-07-06,"React, Machine Learning",React,Available,61.2,2,83.4,TASK19206,,Complete React related work for the assigned business operation.,High,In Progress,2025-06-16,2025-07-15,59.8,65.0,100.0,84.5,1
EMP1173,Pooja Menon,employee1173@company.local,Marketing,Analyst,2.9,2016-05-28,"SQL, Excel, NLP",Excel,Available,49.0,5,70.8,TASK39181,Data Cleaning,Complete Excel related work for the assigned business operation.,High,Not Started,2025-08-17,2025-08-21,5.2,4.3,91.9,79.5,1
EMP2442,Rahul Patel,employee2442@company.local,Operations,Data Scientist,11.3,2014-05-10,"Machine Learning, Project Management",Machine Learning,Available,77.5,5,59.1,TASK38567,Data Cleaning,Complete Machine Learning related work for the assigned business operation.,Critical,In Progress,2025-10-24,2025-12-04,46.7,49.3,99.7,84.5,1
EMP336,Aditya Kumar,employee336@company.local,,Finance Analyst,12.8,2015-01-07,"Machine Learning, Excel",Data Analysis,Available,41.7,3,72.8,TASK39265,,Complete Data Analysis related work for the assigned business operation.,Low,In Progress,2025-07-10,2025-07-25,22.2,11.4,39.4,54.9,1
EMP1411,Divya Sharma,employee1411@company.local,Data Science,Analyst,9.7,2015-11-27,"Finance, Machine Learning",Machine Learning,Available,40.4,3,80.1,TASK27959,Employee Data Analysis,Complete Machine Learning related work for the assigned business operation.,Low,Completed,2026-05-18,2026-06-16,36.6,32.2,,96.8,1
EMP3784,Vivek Singh,employee3784@company.local,Engineering,Project Manager,5.9,2017-12-31,"Machine Learning, Data Analysis",Machine Learning,Available,28.2,1,84.8,TASK07379,Machine Learning Task,Complete Machine Learning related work for the assigned business operation.,Critical,Completed,2025-03-15,2025-05-13,65.8,43.3,,83.6,1
EMP1514,Nikhil Patel,employee1514@company.local,,Analyst,2.1,2020-03-10,"Python, Deep Learning",SQL,Available,41.2,1,72.6,TASK14400,Django Feature Development,Complete SQL related work for the assigned business operation.,Critical,Completed,2025-08-05,2025-10-04,42.5,,55.3,49.2,1
EMP3816,Aditya Singh,employee3816@company.local,Marketing,Business Analyst,9.2,2017-11-03,"Excel, Finance, Machine Learning",Computer Vision,Available,39.8,3,68.9,TASK41964,API Development,Complete Computer Vision related work for the assigned business operation.,High,Not Started,2026-01-19,2026-02-10,46.5,50.1,78.7,50.4,1
EMP2172,Sanjay Raj,employee2172@company.local,Operations,Developer,8.5,2016-07-10,"SQL, Python, Finance, React",React,Busy,58.3,4,74.2,TASK26818,,Complete React related work for the assigned business operation.,Medium,In Progress,2025-10-16,2025-12-05,39.7,30.6,97.3,52.2,1
EMP906,Kiran Patel,employee906@company.local,Sales,Business Analyst,10.3,2012-07-13,"Django, SQL",Python,Busy,33.6,2,74.7,TASK36327,Database Update,Complete Python related work for the assigned business operation.,Medium,Completed,2026-06-18,2026-07-02,23.6,13.9,54.3,39.8,1
EMP1970,,employee1970@company.local,Finance,Analyst,6.2,2022-11-04,Excel,Data Analysis,Available,29.3,1,64.9,TASK41692,SQL Data Processing,Complete Data Analysis related work for the assigned business operation.,High,Completed,2026-02-13,2026-03-20,34.6,30.9,68.2,59.0,1
EMP4728,Rohit Singh,employee4728@company.local,Data Science,Team Lead,4.5,2021-05-03,Machine Learning,Finance,Busy,59.2,4,87.1,TASK09327,Employee Data Analysis,Complete Finance related work for the assigned business operation.,Medium,Completed,2026-02-24,2026-04-03,48.2,21.0,50.1,17.6,1
EMP4581,Priya Menon,employee4581@company.local,Operations,Business Analyst,6.6,2014-03-11,"React, Django, Machine Learning, Project Management",Computer Vision,Busy,53.8,3,60.5,TASK14189,Django Feature Development,Complete Computer Vision related work for the assigned business operation.,Medium,In Progress,2025-04-30,2025-05-06,31.6,20.2,60.0,19.4,1
EMP577,Swati Reddy,employee577@company.local,HR,Project Manager,1.5,2022-12-25,Deep Learning,NLP,Busy,41.2,3,76.1,TASK00158,Django Feature Development,Complete NLP related work for the assigned business operation.,Medium,Not Started,2025-11-10,2025-12-04,31.4,36.5,100.0,18.9,0
EMP4999,Isha Nair,employee4999@company.local,Finance,Project Manager,4.6,2019-07-08,Python,Excel,Available,94.4,7,76.4,TASK43732,Django Feature Development,Complete Excel related work for the assigned business operation.,Critical,Completed,2025-12-18,2026-01-18,57.6,55.2,87.4,35.4,0
EMP1619,Isha Sharma,employee1619@company.local,Sales,Finance Analyst,7.8,2012-01-10,Finance,Finance,Busy,70.0,6,67.6,TASK38701,Django Feature Development,Complete Finance related work for the assigned business operation.,High,Blocked,2025-06-07,2025-07-22,47.1,38.7,89.2,57.6,1
EMP1129,Meera Kapoor,employee1129@company.local,,Finance Analyst,7.2,2012-10-18,"Project Management, Python",Data Analysis,Available,54.5,1,81.2,TASK15022,SQL Data Processing,Complete Data Analysis related work for the assigned business operation.,Critical,Not Started,2026-01-23,2026-03-14,49.1,50.6,100.0,49.5,1
EMP4138,Manoj Patel,employee4138@company.local,Marketing,Developer,0.8,2019-06-20,"Machine Learning, Python, Deep Learning, SQL",NLP,Busy,62.9,5,73.7,TASK29180,System Testing,Complete NLP related work for the assigned business operation.,Medium,In Progress,2026-07-07,2026-07-16,34.8,22.0,57.9,15.2,1
EMP734,Nikhil Das,employee734@company.local,Engineering,Analyst,12.3,2021-06-02,Machine Learning,Deep Learning,Available,74.4,7,81.9,TASK08590,System Testing,Complete Deep Learning related work for the assigned business operation.,Medium,In Progress,2026-02-16,2026-03-06,50.8,35.3,76.9,45.5,0
EMP4146,Kiran Mishra,employee4146@company.local,IT,Data Scientist,6.1,2022-12-28,"React, Excel, SQL, Python",Computer Vision,Busy,27.6,5,70.8,TASK40923,Dashboard Update,Complete Computer Vision related work for the assigned business operation.,Medium,In Progress,2026-08-23,2026-09-24,38.6,23.8,65.4,27.7,1
EMP3125,Anita Menon,employee3125@company.local,Sales,Team Lead,12.2,2021-11-10,Computer Vision,NLP,Available,57.0,3,76.3,TASK43709,Django Feature Development,Complete NLP related work for the assigned business operation.,Medium,In Progress,2026-06-23,2026-06-28,40.2,24.3,61.6,47.6,1
EMP800,Arun Kumar,employee800@company.local,Data Science,Analyst,3.4,2016-12-03,"NLP, React",Data Analysis,Busy,82.0,5,52.3,TASK39561,Dashboard Update,Complete Data Analysis related work for the assigned business operation.,Low,In Progress,2025-04-15,2025-05-12,41.2,47.7,100.0,19.3,0
EMP3536,Aditya Kumar,employee3536@company.local,Engineering,Finance Analyst,1.9,2017-04-29,"Django, Machine Learning, Deep Learning",Computer Vision,Available,33.7,3,81.8,TASK11248,Employee Data Analysis,Complete Computer Vision related work for the assigned business operation.,Low,Completed,2025-02-10,2025-03-21,,53.8,100.0,49.8,1
EMP1290,Amit Patel,employee1290@company.local,Data Science,HR Executive,6.1,2023-06-06,Django,Deep Learning,Available,38.6,1,84.4,TASK39024,API Development,Complete Deep Learning related work for the assigned business operation.,Low,Not Started,2026-02-13,2026-03-24,31.6,32.4,100.0,60.2,0
EMP2543,Sneha Iyer,employee2543@company.local,HR,Project Manager,10.1,2018-06-29,"React, Data Analysis",Machine Learning,Busy,52.6,3,83.6,TASK38391,Django Feature Development,Complete Machine Learning related work for the assigned business operation.,High,Completed,2025-06-07,2025-07-17,34.4,35.5,90.7,34.9,1
EMP3831,Divya Nair,employee3831@company.local,Operations,Analyst,6.7,2024-11-09,"Data Analysis, SQL, Computer Vision",Finance,Available,17.0,0,60.2,TASK08662,System Testing,Complete Finance related work for the assigned business operation.,Medium,In Progress,2025-07-30,2025-09-14,58.8,52.2,89.1,48.8,1
EMP2060,Arun Raj,employee2060@company.local,Sales,Developer,12.9,2015-06-26,"Django, Project Management, Python, Computer Vision",Python,Available,14.9,1,76.4,TASK23836,System Testing,Complete Python related work for the assigned business operation.,High,In Progress,2025-01-21,2025-02-09,35.0,27.2,71.5,88.5,1
EMP2173,Pooja Pillai,employee2173@company.local,Data Science,HR Executive,3.6,2013-02-28,"Deep Learning, React, NLP, Finance",React,Busy,64.6,5,69.8,TASK11228,API Development,Complete React related work for the assigned business operation.,Medium,Completed,2025-01-27,2025-02-25,28.9,35.9,100.0,50.1,1
EMP3998,Manoj Das,employee3998@company.local,Finance,Analyst,13.1,2022-11-25,"Excel, Computer Vision",Project Management,Available,91.6,7,74.4,TASK00280,Employee Data Analysis,Complete Project Management related work for the assigned business operation.,Medium,Completed,2026-04-22,2026-05-25,34.0,31.3,100.0,37.9,0
EMP3701,Priya Menon,employee3701@company.local,HR,Analyst,3.0,2019-05-03,"Excel, Django, Deep Learning",Machine Learning,Busy,53.8,4,72.5,TASK05431,Data Cleaning,Complete Machine Learning related work for the assigned business operation.,Medium,In Progress,2026-07-18,2026-07-24,48.3,28.9,48.1,16.4,1
EMP1514,Nikhil Patel,employee1514@company.local,IT,Analyst,2.1,2020-03-10,"Python, Deep Learning",Data Analysis,Available,41.2,4,72.6,TASK08338,API Development,Complete Data Analysis related work for the assigned business operation.,Medium,Completed,2026-04-03,2026-04-06,42.5,,79.2,46.6,1
EMP781,Priya Pillai,employee781@company.local,Finance,Team Lead,12.3,2021-10-29,"NLP, Excel, Data Analysis, Finance",NLP,Busy,70.9,4,67.7,TASK09730,Dashboard Update,Complete NLP related work for the assigned business operation.,Low,Not Started,2026-06-08,2026-07-13,12.4,17.3,100.0,61.2,1
EMP2637,Swati Pillai,employee2637@company.local,Marketing,Developer,3.8,2015-09-25,Computer Vision,Project Management,Available,54.6,3,67.5,TASK43819,Database Update,Complete Project Management related work for the assigned business operation.,High,In Progress,2025-04-25,2025-06-18,49.2,42.5,78.2,47.1,1
EMP287,Neha Iyer,employee287@company.local,Operations,Data Scientist,5.5,2020-06-26,"Machine Learning, Django, Computer Vision",Computer Vision,Available,84.1,6,69.2,TASK22159,Dashboard Update,Complete Computer Vision related work for the assigned business operation.,Low,Completed,2025-10-15,2025-11-04,43.3,31.0,,80.0,1
EMP2848,Rohit Kumar,employee2848@company.local,Sales,Project Manager,6.2,2018-08-21,,Excel,Busy,24.0,2,52.6,TASK42405,Machine Learning Task,Complete Excel related work for the assigned business operation.,High,In Progress,2025-04-05,2025-05-01,35.2,24.2,66.7,63.6,1
EMP4941,Priya Pillai,employee4941@company.local,IT,Analyst,5.6,2020-10-31,NLP,Project Management,Available,20.3,0,71.8,TASK12566,Project Documentation,Complete Project Management related work for the assigned business operation.,Low,In Progress,2026-01-15,2026-02-13,38.3,60.9,99.8,54.5,1
EMP937,Swati Kapoor,employee937@company.local,HR,Business Analyst,6.6,2018-04-05,"Computer Vision, Project Management, Excel, Django",Finance,Available,3.1,0,70.4,TASK24921,Data Cleaning,Complete Finance related work for the assigned business operation.,Medium,Completed,2026-06-08,2026-06-17,34.8,45.9,100.0,54.6,0
EMP995,Kavya Sharma,employee995@company.local,Engineering,Finance Analyst,14.8,2012-02-22,"NLP, Project Management, Python",Python,Busy,58.5,3,82.0,TASK15076,API Development,Complete Python related work for the assigned business operation.,Critical,Completed,2026-07-13,2026-07-30,59.0,77.9,,57.0,1
